"REF_DATE","GEO","DGUID","Prices","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2003","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","10260.4","","","","1"
"2004","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","10438.6","","","","1"
"2005","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","10839.5","","","","1"
"2006","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","11859.2","","","","1"
"2007","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","12394.3","","","","1"
"2008","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","13060.0","","","","1"
"2009","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","13587.1","","","","1"
"2010","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","13711.1","","","","1"
"2011","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","14203.3","","","","1"
"2012","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","14805.8","","","","1"
"2013","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","15711.3","","","","1"
"2014","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","16372.3","","","","1"
"2015","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","16989.7","","","","1"
"2016","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","17848.2","","","","1"
"2017","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","18790.9","","","","1"
"2018","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","19986.3","","","","1"
"2019","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","21569.3","","","","1"
"2020","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","22865.0","","","","1"
"2021","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","25107.8","","","","1"
"2022","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","27257.5","","","","1"
"2023","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","","..","","","1"
"2024","British Columbia","2021A000259","Current dollars","Health care and social assistance [62]","Dollars","81","millions","6","v1793288435","10.1.220","","..","","","1"
"1997","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","3619.2","","","","1"
"1998","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","3592.6","","","","1"
"1999","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","3653.8","","","","1"
"2000","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","3865.4","","","","1"
"2001","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","4033.1","","","","1"
"2002","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","3967.4","","","","1"
"2003","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","4065.5","","","","1"
"2004","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","4402.2","","","","1"
"2005","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","4625.6","","","","1"
"2006","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","4938.1","","","","1"
"2007","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","5298.6","","","","1"
"2008","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","5461.1","","","","1"
"2009","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","5246.7","","","","1"
"2010","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","5502.0","","","","1"
"2011","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","5568.6","","","","1"
"2012","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","5763.4","","","","1"
"2013","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","6019.4","","","","1"
"2014","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","6353.9","","","","1"
"2015","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","6790.8","","","","1"
"2016","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","7898.4","","","","1"
"2017","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","8355.5","","","","1"
"2018","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","9004.6","","","","1"
"2019","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","9604.7","","","","1"
"2020","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","6200.3","","","","1"
"2021","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","7753.2","","","","1"
"2022","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","10714.2","","","","1"
"2023","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","","..","","","1"
"2024","British Columbia","2021A000259","Current dollars","Accommodation and food services [72]","Dollars","81","millions","6","v1793288446","10.1.231","","..","","","1"
"1997","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","6695.0","","","","1"
"1998","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","6667.6","","","","1"
"1999","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","6936.0","","","","1"
"2000","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","7446.2","","","","1"
"2001","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","7666.2","","","","1"
"2002","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","8117.9","","","","1"
"2003","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","8312.8","","","","1"
"2004","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","8573.3","","","","1"
"2005","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","8962.6","","","","1"
"2006","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","9680.7","","","","1"
"2007","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","10080.0","","","","1"
"2008","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","11092.8","","","","1"
"2009","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","12116.9","","","","1"
"2010","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","12269.0","","","","1"
"2011","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","12903.3","","","","1"
"2012","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","13057.2","","","","1"
"2013","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","13318.3","","","","1"
"2014","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","13461.3","","","","1"
"2015","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","13710.9","","","","1"
"2016","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","13958.1","","","","1"
"2017","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","14740.8","","","","1"
"2018","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","15655.8","","","","1"
"2019","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","16666.3","","","","1"
"2020","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","17137.1","","","","1"
"2021","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","18729.7","","","","1"
"2022","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","20437.3","","","","1"
"2023","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","","..","","","1"
"2024","British Columbia","2021A000259","Current dollars","Public administration [91]","Dollars","81","millions","6","v1793288456","10.1.241","","..","","","1"
"1997","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","153730.8","","","","1"
"1998","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","155485.2","","","","1"
"1999","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","161126.4","","","","1"
"2000","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","168860.5","","","","1"
"2001","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","169704.8","","","","1"
"2002","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","176153.6","","","","1"
"2003","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","180557.4","","","","1"
"2004","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","187960.3","","","","1"
"2005","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","196982.4","","","","1"
"2006","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","206043.6","","","","1"
"2007","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","212018.8","","","","1"
"2008","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","213156.9","","","","1"
"2009","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","207766.0","","","","1"
"2010","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","213519.4","","","","1"
"2011","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","220199.5","","","","1"
"2012","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","225425.6","","","","1"
"2013","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","230299.9","","","","1"
"2014","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","238400.2","","","","1"
"2015","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","243699.9","","","","1"
"2016","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","250904.2","","","","1"
"2017","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","260220.6","","","","1"
"2018","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","270142.4","","","","1"
"2019","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","277885.4","","","","1"
"2020","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","269240.0","","","","1"
"2021","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","290195.6","","","","1"
"2022","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","303796.6","","","","1"
"2023","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","312392.2","","","","1"
"2024","British Columbia","2021A000259","Chained (2017) dollars","All industries [T001]","Dollars","81","millions","6","v1793288710","10.2.1","316109.4","","","","1"
"1997","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","5169.7","","","","1"
"1998","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","5273.6","","","","1"
"1999","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","5205.3","","","","1"
"2000","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","5167.2","","","","1"
"2001","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","5500.8","","","","1"
"2002","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","5639.4","","","","1"
"2003","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","5792.4","","","","1"
"2004","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","6166.7","","","","1"
"2005","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","6110.3","","","","1"
"2006","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","5968.9","","","","1"
"2007","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","5941.8","","","","1"
"2008","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","5488.5","","","","1"
"2009","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","4922.3","","","","1"
"2010","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","5365.8","","","","1"
"2011","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","5784.1","","","","1"
"2012","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","5829.2","","","","1"
"2013","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","5943.6","","","","1"
"2014","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","6060.7","","","","1"
"2015","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","6291.5","","","","1"
"2016","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","6138.7","","","","1"
"2017","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","6272.1","","","","1"
"2018","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","6665.4","","","","1"
"2019","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","6113.0","","","","1"
"2020","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","6086.1","","","","1"
"2021","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","6241.1","","","","1"
"2022","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","5794.2","","","","1"
"2023","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","5392.5","","","","1"
"2024","British Columbia","2021A000259","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v1793288474","10.2.12","5355.0","","","","1"
"1997","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","7229.8","","","","1"
"1998","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","7074.8","","","","1"
"1999","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","7334.2","","","","1"
"2000","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","8091.0","","","","1"
"2001","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","9148.7","","","","1"
"2002","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","8673.1","","","","1"
"2003","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","8512.9","","","","1"
"2004","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","8989.5","","","","1"
"2005","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","10118.0","","","","1"
"2006","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","10139.6","","","","1"
"2007","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","8628.9","","","","1"
"2008","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","9366.7","","","","1"
"2009","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","8043.5","","","","1"
"2010","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","9234.7","","","","1"
"2011","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","10315.6","","","","1"
"2012","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","9955.9","","","","1"
"2013","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","10055.0","","","","1"
"2014","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","10106.7","","","","1"
"2015","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","9845.6","","","","1"
"2016","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","10287.8","","","","1"
"2017","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","10369.7","","","","1"
"2018","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","11192.0","","","","1"
"2019","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","10663.0","","","","1"
"2020","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","9624.8","","","","1"
"2021","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","10261.1","","","","1"
"2022","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","10554.4","","","","1"
"2023","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","11133.4","","","","1"
"2024","British Columbia","2021A000259","Chained (2017) dollars","Mining, quarrying, and oil and gas extraction [21]","Dollars","81","millions","6","v1793288490","10.2.28","11494.9","","","","1"
"1997","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","3536.9","","","","1"
"1998","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","3742.7","","","","1"
"1999","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","4134.3","","","","1"
"2000","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","5090.3","","","","1"
"2001","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","3141.9","","","","1"
"2002","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","3896.1","","","","1"
"2003","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","3774.1","","","","1"
"2004","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","3839.5","","","","1"
"2005","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","4322.8","","","","1"
"2006","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","3514.9","","","","1"
"2007","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","4559.5","","","","1"
"2008","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","4339.5","","","","1"
"2009","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","4589.6","","","","1"
"2010","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","4543.6","","","","1"
"2011","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","4996.2","","","","1"
"2012","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","5335.5","","","","1"
"2013","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","5212.9","","","","1"
"2014","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","5259.5","","","","1"
"2015","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","5392.8","","","","1"
"2016","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","5461.9","","","","1"
"2017","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","5573.7","","","","1"
"2018","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","5648.1","","","","1"
"2019","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","5702.8","","","","1"
"2020","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","5861.2","","","","1"
"2021","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","5859.8","","","","1"
"2022","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","6373.6","","","","1"
"2023","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","5920.8","","","","1"
"2024","British Columbia","2021A000259","Chained (2017) dollars","Utilities [22]","Dollars","81","millions","6","v1793288510","10.2.48","6120.9","","","","1"
